id,annotators,rationales,post_tokens,sentence,rationale_words,label_majority,label
1179104323554426880_twitter,"{'label': [1, 1, 1], 'annotator_id': [1, 9, 39], 'target': [['None'], ['None'], ['None']]}",[],"['<user>', 'i', 'like', 'those', 'too', 'but', 'also', 'bmth', 'sou', 'tipo', '<percent>', 'basic', 'white', 'boy']",<user> i like those too but also bmth sou tipo <percent> basic white boy,,non-hateful,non-hateful
16126695_gab,"{'label': [1, 1, 1], 'annotator_id': [223, 231, 200], 'target': [['None'], ['None'], ['None']]}",[],"['four', 'days', 'before', 'i', 'deactivate', 'my', 'twitter', 'account', 'and', 'i', 'do', 'not', 'miss', 'it', 'one', 'bit', 'gabfam', 'outshines', 'jackbrats', 'it', 'not', 'even', 'funny', 'welcome', 'all', 'refugees', '🖐']",four days before i deactivate my twitter account and i do not miss it one bit gabfam outshines jackbrats it not even funny welcome all refugees 🖐,,non-hateful,non-hateful
6653253_gab,"{'label': [0, 0, 0], 'annotator_id': [228, 208, 210], 'target': [['African'], ['African'], ['African', 'Women']]}","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1], [0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0]]","['if', 'money', 'was', 'grown', 'on', 'trees', 'women', 'would', 'be', 'dating', 'monkeys', 'oh', 'wait', 'never', 'mind']",if money was grown on trees women would be dating monkeys oh wait never mind,if money was grown on trees women would be dating monkeys oh wait never mind,hateful,hateful
1079097212024410118_twitter,"{'label': [1, 1, 1], 'annotator_id': [203, 199, 209], 'target': [['None'], ['None'], ['None', 'Other']]}",[],"['when', 'people', 'have', 'never', 'had', 'one', 'real', 'conversation', 'with', 'you', 'but', 'yet', 'find', '<number>', 'things', 'to', 'hate', 'you', 'about', '🙄']",when people have never had one real conversation with you but yet find <number> things to hate you about 🙄,,non-hateful,non-hateful
1179082883333378048_twitter,"{'label': [1, 1, 1], 'annotator_id': [18, 3, 91], 'target': [['None'], ['None'], ['None']]}",[],"['what', 'in', 'the', 'hillbilly', 'did', 'i', 'just', 'hear', '<user>']",what in the hillbilly did i just hear <user>,,non-hateful,non-hateful
17958017_gab,"{'label': [0, 0, 0], 'annotator_id': [58, 44, 4], 'target': [['African'], ['African'], ['African']]}","[[0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0]]","['do', 'not', 'be', 'aggressive', 'says', 'the', 'nigger', 'mandela', 'fuck', 'that']",do not be aggressive says the nigger mandela fuck that,nigger,hateful,hateful
1179008652864376832_twitter,"{'label': [1, 1, 1], 'annotator_id': [1, 9, 18], 'target': [['None'], ['None'], ['None']]}",[],"['<user>', 'hey', 'mate', 'what', 'are', 'the', 'stats', 'on', 'rape', 'when', 'i', 'saw', 'the', 'nisvs', 'survey', 'it', 'stated', 'that', 'along', 'with', 'made', 'to', 'penetrate', 'women', 'are', 'still', 'raped', 'at', 'higher', 'numbers']",<user> hey mate what are the stats on rape when i saw the nisvs survey it stated that along with made to penetrate women are still raped at higher numbers,,non-hateful,non-hateful
24959028_gab,"{'label': [1, 1, 1], 'annotator_id': [211, 224, 207], 'target': [['None'], ['Jewish'], ['Jewish']]}",[],"['on', 'the', 'left', 'jews', 'putting', 'a', 'sad', 'face', 'for', 'the', 'pictures', 'that', 'they', 'would', 'publish', 'around', 'the', 'world', 'on', 'the', 'right', 'the', 'same', 'jews', 'celebrating', 'that', 'their', 'enemies', 'were', 'killing', 'each', 'other', 'and', 'soon', 'israel', 'would', 'be', 'created', 'without', 'shedding', 'a', 'single', 'drop', 'of', 'jewish', 'blood']",on the left jews putting a sad face for the pictures that they would publish around the world on the right the same jews celebrating that their enemies were killing each other and soon israel would be created without shedding a single drop of jewish blood,,non-hateful,non-hateful
17181350_gab,"{'label': [1, 1, 1], 'annotator_id': [46, 9, 39], 'target': [['None'], ['None'], ['None']]}",[],"['kenyun', 'paki', 'at', '<number>']",kenyun paki at <number>,,non-hateful,non-hateful
1178646479227015168_twitter,"{'label': [1, 1, 1], 'annotator_id': [37, 3, 96], 'target': [['None'], ['None'], ['None']]}",[],"['lesson', 'in', 'power', 'and', 'control', 'verbal', 'domestic', 'violence', 'this', 'morning', 'joe', 'demonstrated', 'classic', 'behaviors', 'of', 'enabling', 'family', 'members', 'or', 'co', 'workers', 'navarro', 'continued', 'to', 'dismiss', 'everyone', 'but', 'joe', 'that', 'should', 'explain', 'all', 'viewers', 'need', 'to', 'know', '<user>', 'way', 'to', 'keep', 'after', 'it']",lesson in power and control verbal domestic violence this morning joe demonstrated classic behaviors of enabling family members or co workers navarro continued to dismiss everyone but joe that should explain all viewers need to know <user> way to keep after it,,non-hateful,non-hateful
19952772_gab,"{'label': [0, 0, 0], 'annotator_id': [151, 4, 46], 'target': [['Minority', 'Arab'], ['Other', 'Arab'], ['African']]}","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","['if', 'we', 'are', 'being', 'brutally', 'honest', 'here', 'i', 'am', 'not', 'pro', 'because', '<user>', 'is', 'a', 'scumbag', 'piece', 'of', 'shit', 'aziz', 'anzari', 'type', 'arrogant', 'entitled', 'shitskin', 'and', 'i', 'would', 'not', 'piss', 'on', 'him', 'to', 'put', 'out', 'a', 'fire', 'so', 'mr', 'torba', 'gets', 'nothing', 'from', 'me', 'until', 'he', 'gone']",if we are being brutally honest here i am not pro because <user> is a scumbag piece of shit aziz anzari type arrogant entitled shitskin and i would not piss on him to put out a fire so mr torba gets nothing from me until he gone,scumbag piece of shit aziz anzari arrogant entitled shitskin,hateful,hateful
6817795_gab,"{'label': [0, 0, 0], 'annotator_id': [235, 213, 199], 'target': [['Islam'], ['African', 'Arab'], ['Arab']]}","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0], [0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","['and', 'you', 'are', 'allowing', 'those', 'sand', 'niggers', 'to', 'conquer', 'you', 'without', 'you', 'firing', 'a', 'shot', 'good', 'job', 'man']",and you are allowing those sand niggers to conquer you without you firing a shot good job man,and you are allowing those sand niggers to conquer you without you firing a shot,hateful,hateful
24146612_gab,"{'label': [0, 0, 0], 'annotator_id': [200, 210, 199], 'target': [['Arab'], ['Arab', 'Islam'], ['Arab']]}","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0]]","['a', 'few', 'years', 'back', 'i', 'talked', 'to', 'my', 'wife', 'about', 'maybe', 'selling', 'our', 'house', 'cashing', 'in', 'our', '4', '0', '1', 'k', 'and', 'moving', 'our', 'family', 'to', 'sweden', 'that', 'out', 'the', 'window', 'we', 'have', '<number>', 'and', '<number>', 'yr', 'old', 'beautiful', 'white', 'daughters', 'fucking', 'sand', 'niggers', 'would', 'have', 'a', 'hey', 'day', 'with', 'them', 'my', 'sympathies', 'sweden']",a few years back i talked to my wife about maybe selling our house cashing in our 4 0 1 k and moving our family to sweden that out the window we have <number> and <number> yr old beautiful white daughters fucking sand niggers would have a hey day with them my sympathies sweden,fucking sand niggers would have a hey day with them,hateful,hateful
1187374990137671681_twitter,"{'label': [1, 1, 1], 'annotator_id': [7, 6, 4], 'target': [['None'], ['None'], ['African']]}",[],"['niggas', 'coppin', 'designer', 'glocks', 'now', 'imagine', 'a', 'nigga', 'wit', 'no', 'aim', 'having', 'enough', 'money', 'to', 'buy', 'a', 'designer', 'pistol']",niggas coppin designer glocks now imagine a nigga wit no aim having enough money to buy a designer pistol,,non-hateful,non-hateful
1122013674485506048_twitter,"{'label': [1, 1, 1], 'annotator_id': [25, 6, 7], 'target': [['None'], ['None'], ['None']]}",[],"['renjun', 'is', 'a', 'lesbian', 'entende']",renjun is a lesbian entende,,non-hateful,non-hateful
25502005_gab,"{'label': [0, 0, 0], 'annotator_id': [1, 17, 3], 'target': [['Jewish'], ['Homosexual'], ['Jewish', 'Homosexual']]}","[[0, 1, 1, 0], [0, 1, 1, 0], [0, 1, 1, 0]]","['morning', 'fag', 'kike', '<user>']",morning fag kike <user>,fag kike,hateful,hateful
22405642_gab,"{'label': [0, 0, 0], 'annotator_id': [46, 4, 68], 'target': [['African'], ['African'], ['African']]}","[[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1], [0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","['but', 'if', 'you', 'are', 'a', 'nigger', 'you', 'can', 'beat', 'rape', 'your', 'way', 'all', 'down', 'white', 'street', 'while', 'screaming', 'i', 'hate', 'white', 'people', 'never', 'be', 'charged', 'with', 'a', 'hate', 'crime']",but if you are a nigger you can beat rape your way all down white street while screaming i hate white people never be charged with a hate crime,nigger you can beat rape your way all down white street while screaming i hate white people never be charged with a hate crime,hateful,hateful
1241909435598925824_twitter,"{'label': [1, 1, 1], 'annotator_id': [231, 202, 233], 'target': [['None'], ['Other'], ['None']]}",[],"['okay', 'now', 'i', '’', 'm', 'hungry', '😭', 'but', 'too', 'lazy', 'to', 'move', '👎', '🏾', 'the', 'ghetto']",okay now i ’ m hungry 😭 but too lazy to move 👎 🏾 the ghetto,,non-hateful,non-hateful
19303535_gab,"{'label': [1, 1, 1], 'annotator_id': [206, 203, 221], 'target': [['None'], ['None'], ['Women']]}",[],"['no', 'most', 'people', 'are', 'good', 'people', 'do', 'you', 'think', 'all', 'men', 'are', 'evil', 'maybe', 'because', 'you', 'have', 'been', 'victimized', 'yourself', 'you', 'do', 'know', 'there', 'are', 'many', 'women', 'who', 'are', 'pediofiles', 'do', 'not', 'you']",no most people are good people do you think all men are evil maybe because you have been victimized yourself you do know there are many women who are pediofiles do not you,,non-hateful,non-hateful
14550110_gab,"{'label': [0, 0, 0], 'annotator_id': [46, 4, 3], 'target': [['Arab', 'Homosexual'], ['Islam'], ['Homosexual']]}","[[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]]","['is', 'not', 'a', 'mudslime', 'touching', 'a', 'boy', 'dick', 'frigging', 'it', 'with', 'lubricant', 'to', 'get', 'it', 'a', 'little', 'hard', 'then', 'mutilating', 'it', 'with', 'a', 'knife', 'sort', 'of', 'faggy', 'or', 'am', 'i', 'being', 'a', 'bitch', 'mudrape']",is not a mudslime touching a boy dick frigging it with lubricant to get it a little hard then mutilating it with a knife sort of faggy or am i being a bitch mudrape,mudslime mutilating it with a knife sort of faggy mudrape,hateful,hateful
12043182_gab,"{'label': [0, 0, 0], 'annotator_id': [18, 50, 3], 'target': [['Jewish'], ['Jewish'], ['Jewish']]}","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]]","['the', 'founding', 'fathers', 'was', 'white', 'the', 'constitution', 'was', 'written', 'for', 'white', 'americans', 'because', 'america', 'was', 'founded', 'by', 'whites', 'build', 'by', 'white', 'for', 'whites', 'you', 'need', 'a', 'history', 'lesson', 'dumb', 'fuck', 'usa', 'is', 'a', 'white', 'hoemland', 'fuckoff', 'kike', 'puppet']",the founding fathers was white the constitution was written for white americans because america was founded by whites build by white for whites you need a history lesson dumb fuck usa is a white hoemland fuckoff kike puppet,constitution written for white americans founded by whites build by white for whites fuckoff kike puppet,hateful,hateful
1277253_gab,"{'label': [0, 0, 0], 'annotator_id': [46, 9, 3], 'target': [['Arab'], ['Islam'], ['Islam']]}","[[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0], [0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0]]","['<user>', 'i', 'know', 'you', 'muzzies', 'are', 'peaceful', 'cause', 'that', 'what', 'you', 'keep', 'telling', 'us', 'are', 'not', 'you', 'late', 'for', 'blowing', 'up', 'a', 'building', 'or', 'something']",<user> i know you muzzies are peaceful cause that what you keep telling us are not you late for blowing up a building or something,muzzies blowing up a building,hateful,hateful
26964751_gab,"{'label': [0, 0, 0], 'annotator_id': [221, 202, 231], 'target': [['Islam', 'Jewish'], ['Arab', 'Jewish'], ['Homosexual', 'Jewish']]}","[[0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]","['lol', 'we', 'got', 'another', 'israel', 'firsting', 'faggot', 'i', 'bet', 'you', 'd', 'like', 'a', 'kike', 'rape', 'your', '<number>', 'year', 'old', 'daughter', 'to', 'prove', 'you', 'are', 'not', 'anti', 'semitic', 'would', 'not', 'you']",lol we got another israel firsting faggot i bet you d like a kike rape your <number> year old daughter to prove you are not anti semitic would not you,lol we got another israel firsting faggot i bet you d like a kike rape your <number> year old daughter to prove you are not anti semitic would not you,hateful,hateful
15932738_gab,"{'label': [0, 0, 0], 'annotator_id': [217, 199, 212], 'target': [['African', 'Arab', 'Islam', 'Jewish', 'Men', 'Women'], ['African', 'Arab'], ['African', 'Arab', 'Jewish']]}","[[0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","['i', 'swear', 'porch', 'monkeys', 'and', 'sand', 'niggers', 'have', 'no', 'honor', 'whatsoever', 'if', 'the', 'kikes', 'were', 'pushing', 'for', 'european', 'migration', 'into', 'africa', 'and', 'the', 'middle', 'east', 'to', 'out', 'breed', 'the', 'porch', 'monkey', 'and', 'sand', 'niggers', 'there', 'i', 'could', 'never', 'find', 'myself', 'moving', 'there', 'just', 'for', 'that', 'purpose']",i swear porch monkeys and sand niggers have no honor whatsoever if the kikes were pushing for european migration into africa and the middle east to out breed the porch monkey and sand niggers there i could never find myself moving there just for that purpose,porch monkeys and sand niggers have no honor whatsoever kikes breed the porch monkey and sand niggers there,hateful,hateful
1179105664993509376_twitter,"{'label': [1, 1, 1], 'annotator_id': [39, 4, 3], 'target': [['None'], ['None'], ['None']]}",[],"['yall', 'be', 'getting', 'raped', 'molested', 'out', 'there', 'huh', '👀', 'well', 'i', 'suggested', 'weapons', 'self', 'defense', 'u', 'knw', '😊']",yall be getting raped molested out there huh 👀 well i suggested weapons self defense u knw 😊,,non-hateful,non-hateful
10535083_gab,"{'label': [0, 0, 0], 'annotator_id': [242, 205, 211], 'target': [['Arab'], ['Islam'], ['African', 'Arab']]}","[[0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1], [0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]]","['you', 'mean', 'more', 'rapes', 'and', 'more', 'sand', 'niggers', 'because', 'that', 'what', 'you', 'want', 'sjw', 'more', 'curry', 'niggers', 'getting', 'gibs', 'killing', 'whitey', 'look', 'at', 'you', 'you', 'dirty', 'race', 'traitor', 'curry', 'nigger']",you mean more rapes and more sand niggers because that what you want sjw more curry niggers getting gibs killing whitey look at you you dirty race traitor curry nigger,more rapes and more sand niggers more curry niggers getting killing whitey dirty race traitor curry nigger,hateful,hateful
1179019049969373184_twitter,"{'label': [1, 1, 1], 'annotator_id': [25, 70, 99], 'target': [['None'], ['None'], ['None']]}",[],"['<user>', 'words', 'are', 'important', 'af', 'and', 'change', 'with', 'the', 'times', 'we', 'no', 'longer', 'describe', 'people', 'as', 'retarded', 'faggot', 'or', 'even', 'indian', 'it', 'called', 'progress', 'forcing', 'people', 'who', 'want', 'things', 'from', 'government', 'to', 'treat', 'others', 'who', 'also', 'pay', 'taxes', 'respectfully', 'seems', 'ok', 'to', 'me']",<user> words are important af and change with the times we no longer describe people as retarded faggot or even indian it called progress forcing people who want things from government to treat others who also pay taxes respectfully seems ok to me,,non-hateful,non-hateful
1178924490572484608_twitter,"{'label': [1, 1, 1], 'annotator_id': [18, 6, 66], 'target': [['None'], ['None'], ['None']]}",[],"['<user>', '<user>', 'you', 'all', 'keep', 'saying', 'woke', 'disney', 'but', 'the', 'board', 'of', 'directors', 'and', 'presidents', 'are', 'all', 'white', 'besides', 'one', 'guy']",<user> <user> you all keep saying woke disney but the board of directors and presidents are all white besides one guy,,non-hateful,non-hateful
1087977297284608003_twitter,"{'label': [1, 1, 1], 'annotator_id': [205, 213, 209], 'target': [['None'], ['None'], ['None']]}",[],"['i', 'say', 'what', 'i', 'want', 'to', 'say', 'and', 'do', 'what', 'i', 'want', 'to', 'do', 'there', 'no', 'in', 'between', 'people', 'will', 'either', 'love', 'you', 'for', 'it', 'or', 'hate', 'you', 'for', 'it']",i say what i want to say and do what i want to do there no in between people will either love you for it or hate you for it,,non-hateful,non-hateful
1179105596840316928_twitter,"{'label': [1, 1, 1], 'annotator_id': [25, 39, 1], 'target': [['None'], ['None'], ['None']]}",[],"['<user>', '<user>', '<user>', 'why', 'is', 'it', 'never', 'ever', 'a', 'white', 'person', 'getting', 'killed', 'why']",<user> <user> <user> why is it never ever a white person getting killed why,,non-hateful,non-hateful
1178735809358450688_twitter,"{'label': [1, 1, 1], 'annotator_id': [35, 46, 21], 'target': [['None'], ['None'], ['None']]}",[],"['there', 'is', 'no', 'logical', 'or', 'just', 'reason', 'for', 'a', 'mediocre', 'few', 'shielded', 'from', 'competition', 'propped', 'up', 'by', 'inherited', 'riches', 'and', 'passports', 'to', 'feast', 'on', 'the', 'world', 'riches', 'under', 'the', 'guise', 'of', 'meritocracy', '<user>', 'ungrateful', 'refugee', '<number>']",there is no logical or just reason for a mediocre few shielded from competition propped up by inherited riches and passports to feast on the world riches under the guise of meritocracy <user> ungrateful refugee <number>,,non-hateful,non-hateful
23153961_gab,"{'label': [0, 0, 0], 'annotator_id': [235, 213, 199], 'target': [['African'], ['African'], ['African', 'Caucasian', 'Christian']]}","[[0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","['christianity', 'turned', 'whites', 'into', 'lugubrious', 'losers', 'that', 'why', 'even', 'white', 'kids', 'prefer', 'nigger', 'music', 'because', 'niggers', 'do', 'not', 'sound', 'beaten', 'down', 'white', 'christians', 'always', 'do']",christianity turned whites into lugubrious losers that why even white kids prefer nigger music because niggers do not sound beaten down white christians always do,whites into lugubrious losers white kids prefer nigger music niggers,hateful,hateful
18041918_gab,"{'label': [0, 0, 0], 'annotator_id': [3, 142, 9], 'target': [['Jewish'], ['Jewish'], ['Jewish']]}","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]]","['do', 'not', 'break', 'your', 'arm', 'jerking', 'yourself', 'off', 'on', 'twitter', 'kike']",do not break your arm jerking yourself off on twitter kike,kike,hateful,hateful
15958984_gab,"{'label': [0, 0, 0], 'annotator_id': [3, 92, 9], 'target': [['Women', 'African'], ['Women'], ['Women', 'African']]}","[[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","['exactly', 'no', 'mercy', 'for', 'the', 'shameless', 'unapologetic', 'unabashed', 'nigger', 'fucking', 'e', 'slut', 'cam', 'whore', 'how', 'can', 'you', 'expect', 'to', 'be', 'forgiven', 'if', 'you', 'are', 'unrepentant', '<user>', 'you', 'owe', 'us', 'bigly', 'we', 'made', 'you', 'and', 'we', 'can', 'break', 'you']",exactly no mercy for the shameless unapologetic unabashed nigger fucking e slut cam whore how can you expect to be forgiven if you are unrepentant <user> you owe us bigly we made you and we can break you,nigger fucking e slut cam whore,hateful,hateful
13651130_gab,"{'label': [0, 0, 0], 'annotator_id': [68, 9, 3], 'target': [['Jewish'], ['Jewish'], ['Jewish']]}","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]]","['lol', 'gives', 'a', 'whole', 'new', 'meaning', 'to', 'bread', 'basket', 'lmao', 'fuggen', 'kike', 'demon']",lol gives a whole new meaning to bread basket lmao fuggen kike demon,fuggen kike,hateful,hateful
1143334538065698816_twitter,"{'label': [1, 1, 1], 'annotator_id': [16, 6, 69], 'target': [['None'], ['None'], ['None']]}",[],"['frank', 'dicpario', 'and', 'the', 'misogenous', 'potatoes', 'a', 'blackened', 'math', 'metal', 'band']",frank dicpario and the misogenous potatoes a blackened math metal band,,non-hateful,non-hateful
24348352_gab,"{'label': [1, 1, 1], 'annotator_id': [200, 223, 231], 'target': [['None'], ['Refugee'], ['None']]}",[],"['two', 'more', 'twitter', 'refugees', 'i', 'think', 'all', 'good', 'people', 'will', 'enjoy', 'conversing', 'with', '<user>', '\u200d', '<user>', '\u200d', 'both', 'good', 'articulate', 'freedom', 'loving', 'patriots']",two more twitter refugees i think all good people will enjoy conversing with <user> ‍ <user> ‍ both good articulate freedom loving patriots,,non-hateful,non-hateful
1178264675663929346_twitter,"{'label': [1, 1, 1], 'annotator_id': [44, 126, 59], 'target': [['None'], ['None'], ['None']]}",[],"['<user>', 'is', 'it', 'colored', 'or', 'black', 'and', 'white', 'and', 'make', 'sure', 'it', 'has', 'red', 'background']",<user> is it colored or black and white and make sure it has red background,,non-hateful,non-hateful
22182440_gab,"{'label': [0, 0, 0], 'annotator_id': [3, 60, 4], 'target': [['Islam'], ['Islam'], ['Islam']]}","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]]","['boko', 'haram', 'released', 'over', '<number>', 'girls', 'it', 'had', 'kidnapped', 'years', 'ago', 'because', 'they', 'are', 'mussleman', 'now', 'if', 'britain', 'could', 'just', 'get', 'the', 'muzzies', 'up', 'there', 'in', 'teleford', 'or', 'luton', 'to', 'follow', 'suit', 'and', 'release', 'the', 'little', 'white', 'girls', 'they', 'are', 'holding', 'in', 'slavery', 'and', 'forced', 'prostitution']",boko haram released over <number> girls it had kidnapped years ago because they are mussleman now if britain could just get the muzzies up there in teleford or luton to follow suit and release the little white girls they are holding in slavery and forced prostitution,mussleman muzzies holding in slavery and forced prostitution,hateful,hateful
