id,text,label,class
1.127040375888257e+18,I want a nigga to blindfold me,HOF,hateful
1.1235466380967156e+18,"RT @RonnieReaky: ""you're 23 and you're still living with your parents? ""  Me: Whose parents should I live with? https://t.co/yd5cmj4kNi",NOT,non-hateful
1.1237786627620004e+18,"RT @jeneps: Clinton suggests a Dem 2020 hopeful go on @maddow and say, ""China, if you're listening, why don't you get Trump's tax returns?…",NOT,non-hateful
1.1270489574299976e+18,@ChrisMurphyCT What happened to shining a spotlight on the truth? People are sick and tired of the absolute corrupt… https://t.co/dQ5vsJmQ0o,NOT,non-hateful
1.1237314642590228e+18,I forgot I had a whole ass concert to go to today. I’m truly living my best life wtf,HOF,hateful
1.1237180760616344e+18,RT @aafia_s: When the screams got louder and you just know THEY'RE HERE. #BBMAs @BTS_twt,NOT,non-hateful
1.1270876079245763e+18,"RT @animatrocities: My sister doesn’t have a twitter, she’s only 14 but dammmmn she’s gonna go far!! https://t.co/N16K1VsT7i",HOF,hateful
1.1269814836362036e+18,I need you now 😭😭,NOT,non-hateful
1.1270520318378926e+18,@90__daisy__90 @contrarosy He’s almost under 16mil,NOT,non-hateful
1.1268978575990906e+18,RT @headabovewater: Played Wyatt Routine Maintenance today to try to get him to stop crying. It didn’t work but I waited until release day…,NOT,non-hateful
1.1269355434247168e+18,@SalvinRobert @AverageDave1 There it is. The reveal. The real RACISTS calling everyone else racist or White Suprema… https://t.co/AalYag6Az6,HOF,hateful
1.1238112273591665e+18,@JediofGallifrey Miss me with that shit,HOF,hateful
1.1236933632056934e+18,RT @barajasmehjenni: @18cho2i @BTS_twt That's  korean ass right there :)) #BBMAsTopSocial BTS https://t.co/ieJPyLnTgb,HOF,hateful
1.1237107234551112e+18,how ironic is it that on the first day of mental health awareness month i’m d*pressed as fuck lmao,HOF,hateful
1.1267824471302266e+18,"RT @LindseyGrahamSC: When it comes to China, they will never change their behavior until someone stands up to them.  I’m proud of President…",HOF,hateful
1.1267921569437736e+18,"RT @maria_delrusso: The best piece of dating advice I've ever received is this: If they like you, you'll know. If they don't, you'll be con…",NOT,non-hateful
1.1270037596059524e+18,@SammyNoSosa Damn😍😍😍😝😝😝,NOT,non-hateful
1.1268430841788867e+18,RT @IAmAlanWalker: Alternative music video for #OnMyWay with @SabrinaAnnLynn and @FarrukoOfficial coming today🔥Who’s ready? https://t.co/HY…,NOT,non-hateful
1.1268212360786656e+18,"RT @Damdaminnn: if you don’t know, then ask me, if you don’t agree, argue with me, if you don’t like then say it to me,  but don’t start ju…",NOT,non-hateful
1.1237918999980196e+18,BITCH 3J DNSJSJSKSJSKS THIS IS MY FUCKING BRAND https://t.co/fik7bFIyO7,HOF,hateful
1.1237134161772544e+18,"RT @jayyell97: The “fuck it let’s make a baby!” vs “okay, now that we’re all thinking clearly.. let’s go buy the plan B” https://t.co/KjG9j…",HOF,hateful
1.1238285120859012e+18,"RT @JuicyAndGood: So, you gonna let him fuck or naw? https://t.co/XzImmXBpHT",HOF,hateful
1.1303394266372956e+18,@aaronmintonrp Why would you be away from me?,NOT,non-hateful
1.130134350333436e+18,RT @kshdab: i hate sneaky shit.,HOF,hateful
1.1270124543812936e+18,"RT @diggy_simmons: I just want a wife, and our fly ass home filled with rare Scandinavian and Mid Century Modern furniture with African cer…",HOF,hateful
1.1236970164486636e+18,RT @incorrectjeon: I fucking love this friendship  #BBMAsTopSosial BTS @BTS_twt https://t.co/TPjHB3jv9R,HOF,hateful
1.1301693014938542e+18,RT @yoongimylil: BITCH IM ABOUT TO FIGHT THAT SHIT THE DUST!!!!! THAT SCRUNCH WHYYYYYYYYYYYYYYYYY   https://t.co/MW1RCV8oBw,HOF,hateful
1.1269677892589853e+18,"My mom cracks me up, I’m wearing my fav perfume and she thinks I’m going on a date but I’m just going out with my cousin 💀💀",NOT,non-hateful
1.1237518234232136e+18,Why does razer force people to sign in if they want to change their mouse settings? I just want to change my dpi :///,NOT,non-hateful
1.1300614659209994e+18,Facts are facts I will never forget the person that instilled that in my Head 🤷🏻‍♀️,NOT,non-hateful
1.1237732395562844e+18,@kayleejoeee i need to be cuffed 😎,NOT,non-hateful
1.1267826862221188e+18,You’re sifting through the treasures and trash of your inner w... More for Virgo https://t.co/4T7XhyLuWk,NOT,non-hateful
1.1236730670021836e+18,"If my heart don’t drop when I see you, then I do not want you.",NOT,non-hateful
1.1237167884144476e+18,"@dougayoung There is some truth to that, but I just want to test Twitter's fairness when they seem bent on suspendi… https://t.co/FAc9a1BRv5",NOT,non-hateful
1.1268493378985944e+18,RT @almondmilkhunni: Good morning stank ass hating hoes  https://t.co/sjfPxLvnTx,HOF,hateful
1.1235354434867485e+18,Football reasons what reasons? Fuck sake this club pisses me off,HOF,hateful
1.1236066879091588e+18,"RT @McIntireDeborah: @girlsreallyrule @LindseyGrahamSC, we, the American people, are watching. You and the rest of the complicit GOP will b…",NOT,non-hateful
1.1302171584814488e+18,"RT @kookwluv: YALL NOT BETTER PULL THIS SHIT AT WEMBLEY I WANT TO HEAR 90,000 PEOPLE SCREAMING THAT FANCHANT https://t.co/3fHZKQ9naJ",HOF,hateful
1.1270865467573248e+18,What do you think? https://t.co/qcVGGAREju,NOT,non-hateful
1.123740142295036e+18,RT @apinkeunjeep: Going to stuff this down everyone’s throat today. They need sustenance 😤 https://t.co/FV4EC8vvfv,NOT,non-hateful
1.1267744108646154e+18,"RT @achosenaquarius: Dear Aquarius girl, at this time the universe wanted you to know that you have everything you need to rest. don’t ask…",NOT,non-hateful
1.1236808432292904e+18,I need to hurry up and go see avengers before y’all spoil it for me,NOT,non-hateful
1.1268613084633292e+18,Idaho is fucking gorgeous though?..,HOF,hateful
1.1268394980825373e+18,RT @IDS_not: The barmaid in my local pub has just had her nipple pierced.....  I'm fucking shit at darts !!!!,HOF,hateful
1.1235980224857292e+18,"RT @mloxton: @choo_ek It feels somewhat like situations in the developing world in which people turn down vaccines, medication, even surgic…",NOT,non-hateful
1.1270321047207648e+18,Trash #Rockets,NOT,non-hateful
1.12362405235712e+18,"RT @funder: “Trump is a fucking idiot,” Lindsey Graham just said on national television during the Barr testimony. https://t.co/pcB6Sku5pa",HOF,hateful
1.13031643348369e+18,https://t.co/eo2uUaJlLS Trump person say the same for white nationalists!They just won't stop with the RACISM&amp;Trump… https://t.co/ASXstji65s,HOF,hateful
1.1269137917641768e+18,"@DemonGearHead We know that you know you're going to nail it. But let's stack the deck, anyway. These are the most… https://t.co/9KlyWBmJPU",NOT,non-hateful
1.1268672601554164e+18,You’re sifting through the treasures and trash of your inner w... More for Virgo https://t.co/AWFA3LSlKc,NOT,non-hateful
1.130131816973832e+18,RT @keleanorigby: fucking hell https://t.co/K7isQ9MzWm,HOF,hateful
1.1300661635668746e+18,RT @mochi_jimin80: DO YOU THINK @BTS_twt WILL COME TO @BGT??? OMG 😯 https://t.co/OvTmqrMrnB,NOT,non-hateful
1.1300068477070705e+18,@BTS_twt WHAT THE FUCK OH MY GOD,HOF,hateful
1.1267531876612096e+18,"RT @btobwings: the way he cracked his neck,, i knew he was gonna go off  bitch   https://t.co/kWkSlYc6M5",HOF,hateful
1.1270520192593304e+18,That’s fucking insane...Paranoia is embedded in our society because of all these mass shootings...Jesus,HOF,hateful
1.1269789167223316e+18,@DisIdealist Currently it appears to be proportional to how desperately they need and covet the rival's votes. Sadl… https://t.co/Vgej4aVNtK,NOT,non-hateful
1.1268114549408236e+18,RT @SussexEnglish: Our @SussexEnglish performance of @BewareCat tonight @AttenboroughCtr is SOLD OUT but you can catch us the other place @…,NOT,non-hateful
1.123792885663576e+18,How did you hurt your jaw? Sorry to hear you’re in all this pain! — it’s a lengthy story i’m sorry... i basically h… https://t.co/9snPXkXLVp,NOT,non-hateful
1.1303396657377402e+18,"RT @IqbalHarith97: and suddenly, the sun and stars won't shine the same ever again.   rest well, natika. I will always, always love you.…",NOT,non-hateful
1.130201530504663e+18,Better sex workout: Plank for 20 seconds Glute bridges for 15 reps Jump squats for 10-15 reps 10 Kegels with 5-10 s… https://t.co/FyE8bqRuBC,NOT,non-hateful
1.127021228882002e+18,fuck it,HOF,hateful
1.1237335068977152e+18,WHERE YOU FROM?  BITCH NAMJOONIE OMG BITCH-,HOF,hateful
1.1237330245401722e+18,"RT @DanOHerrin: As a former Federal LEO (9 years) and owner of a PI firm that has done criminal defense work for over 20 years, I can tell…",NOT,non-hateful
1.123660509243478e+18,@EdKrassen @KamalaHarris That’s demolished?? You’re such a pajama boy,HOF,hateful
1.1236960727260774e+18,RT @jeonlvr: if my hispanic ass can pronounce cumberbatch and schwarzenegger these btches can pronounce jimin and jungkook without a tutori…,HOF,hateful
1.123783612065882e+18,RT @VizzyGetsBusy: this halal guys hot sauce is kickin’ my ass rn. holy shit. huh @LEISTEEZEY_,HOF,hateful
1.12375605549269e+18,Bitch FUCK you 💀💀,HOF,hateful
1.1269980972661924e+18,"Join the FR ""Dub"" Club before May 20th to get your May box! 📦💜 You're not going to want to miss this one...🤗 https://t.co/pzdM26WN80",NOT,non-hateful
1.1234994563540664e+18,I just voted for BTS for #BBMAsTopSocial at the 2019 Billboard Music Awards! You can vote at https://t.co/aohXhgTFJU,NOT,non-hateful
1.1235924985787471e+18,@koojjunies :(( bb..go a little bit easier on yourself i don't want you to hurt yourself 💞💞,NOT,non-hateful
1.1236506274464236e+18,RT @QuetzalyZenil: $15 for this and you’re saving the environment?? OMW!! https://t.co/2m27JVtoiu,NOT,non-hateful
1.1237258648673894e+18,I literally have had two breakdowns today and the one person I need I don’t have...,NOT,non-hateful
1.1235603953760828e+18,@Liimo420 @elitelife_kd Nigga I've only spared you and Jared the dick bitch plus I don't even go hard and y'all nig… https://t.co/IGvPU0uSE2,HOF,hateful
1.1303046894409972e+18,RT @bazzi: this   new  fucking  music   ... 😭😭😭,HOF,hateful
1.130003148314071e+18,RT @SweatyLifeline: This is the best reply to that stupid ass question that I’ve ever seen https://t.co/DexRTYPNII,NOT,non-hateful
1.1268830601154968e+18,Im fucking dying💀💀,HOF,hateful
1.1300851805454254e+18,So u wan tell me say 21 savage no go carry glock go B.E.T oh how😉,NOT,non-hateful
1.1268951397192458e+18,Bitch YES https://t.co/mNUfpGggev,HOF,hateful
1.127042166855856e+18,RT @sofiaa_gut: Let's do all the stupid shit that young kids do,HOF,hateful
1.1236805663967517e+18,"RT @22CVR_reborn: Incredible how big Virgil Van Dijk is ffs, people really microanalyse everything he does looking for a slight mistake, do…",NOT,non-hateful
1.1237110338126396e+18,RT @dankruptdev: PSA for all my ladies that like wandering at festivals if you happen to run into my group at edc this year and you’re on y…,NOT,non-hateful
1.1300485642420796e+18,"@DaddyD0dd @DoctorVive but climate action secures jobs, installing pv on massive scale, more repair shops, more pub… https://t.co/neJ7CtRloQ",NOT,non-hateful
1.1267963973811364e+18,"RT @RepAdamSchiff: Today, Giuliani admitted to seeking political help from a foreign power. Again.  His defense:  “We’re not meddling in an…",NOT,non-hateful
1.1302905671985316e+18,"I’m so fucking over #GameofThrones, Dany did not deserve that death.",HOF,hateful
1.123661469739094e+18,RT @redstmiscreant: EVEN BIG FAT LIAR BILL BARR couldn't go along w/ dipshit Marsha Blackburn's deep state fairytales about how FBI is a GO…,HOF,hateful
1.1268394225808712e+18,Diamond did my hair good but they to big I thought they would be cute this size she gotta redo it now I don’t like this,NOT,non-hateful
1.1238004563697743e+18,once i woke up in the middle of the night and my sister’s face was like 2 in from mine -.- this bitch scared the sh… https://t.co/q930VSk922,HOF,hateful
1.1237223877978112e+18,RT @jinjoonies: look at bts doing jump shots in the background im cryignfnfn theyre so cute https://t.co/BMOU5MZBhJ,NOT,non-hateful
1.1236483038145864e+18,RT @archivesgowmez: SELENA FUCKING GOMEZ YOU ALL https://t.co/JorFjd95g1,HOF,hateful
1.1268500174011104e+18,@mwasa @IngabireIm @MinYouthRwanda @Gasabo_District @Rwandapolice need help,NOT,non-hateful
1.1237866277536276e+18,RT @Stonekettle: Cashier: I don't think the military is appreciated enough in this country.  Me:  Cashier: It's just a shame the way the mi…,NOT,non-hateful
1.1268478279744756e+18,I’m a little tired tho,NOT,non-hateful
1.1302263062542336e+18,I’ve realized that I am a scout for soul and heart’s adventures... and I tell other soul and heart’s aventurers whe… https://t.co/EMLXsOEblM,NOT,non-hateful
1.1270504128450845e+18,RT @Necessary3vol: A lot of you nighas don’t need a Snapchat filter to show that y’all bitches... https://t.co/vhVIS8J3c4,HOF,hateful
1.1268989187788636e+18,RT @BLOOMSlVAN: me realizing i will never have a boyfriend for more than 2 months because of my fucked up mental health https://t.co/Wh6LVs…,HOF,hateful
1.1269514901977824e+18,@luchritudinous as in not sick,NOT,non-hateful
1.1236431699823576e+18,"RT @atrupar: .@BenSasse calls Oleg Deripaska a ""bottom-feeding scum sucker."" https://t.co/35GSHYy5S1",HOF,hateful
1.123671728994046e+18,@misslyndseyfabs @kaybreen5 I think she's gonna give us a abz ban 🙈😂😂😂🙈,NOT,non-hateful
1.1237461485383025e+18,PSA: idc who you are if you have to go through this and need somebody I will be there for you. I will go with you a… https://t.co/DT9jM6ZHy0,NOT,non-hateful
1.1236799749957632e+18,RT @amestris_star: “You’re a Valkyrie!” #HiddlesEyes  #Loki  #TomHiddleston  @HiddlestonSpam https://t.co/BeOZkdqQR2,NOT,non-hateful
1.1238067436566364e+18,"@FearTheMilitia damn y’all kinda fell off, it was a good ass ride hopefully it gets revived. good luck boys!",HOF,hateful
1.1302205475085066e+18,"RT @ODDSbible: 🗣 Zidane on Bale: “If I had a fourth substitute today I would not have brought him on”  🗣 Bale on his future : ""I've got 3 y…",NOT,non-hateful
1.1269110948308952e+18,@ae23rdtex For real I had to wash sweats just for today wtf kinda shit is this 😑,HOF,hateful
1.1268757704277277e+18,"RT @xctlot: ""yeah, I keep my AR by the nightstand"" ""Omg you monster"" ""In case I need to shoot a fetus"" ""😍😍😍"" https://t.co/J3RNe3FSZF",NOT,non-hateful
1.130280253417562e+18,Arya’s gonna do some cool ass shit isn’t she,HOF,hateful
1.1237449363969802e+18,This semester really beating my ass,HOF,hateful
1.1268056248874516e+18,"ya missed again, sindy the bitch vedder",HOF,hateful
1.1302262852994212e+18,@Nanaafiq_ oh I didn't tell u ah HAHAH,NOT,non-hateful
1.1300422308554628e+18,"RT @rvinyourarea1: Jennie’s “You’re prettier” with those accent, ma you’ll gonna make all the women faint https://t.co/wPjtAODoKO",NOT,non-hateful
1.1270395076546968e+18,How did GS get away with that!?,NOT,non-hateful
1.1302944553307544e+18,@ctHolla outlier? probably,NOT,non-hateful
1.1302193269659976e+18,@Snowxsss @ProdigyDDK g fucking g,HOF,hateful
1.1236088396209112e+18,RT @purelysteve: Lady Sif   - asgardian warrior - true and good friend  - expert in hand to hand combat and other weaponry  - kicks ass htt…,HOF,hateful
1.1268209215016796e+18,I need hash browns,NOT,non-hateful
1.1301966147888456e+18,"RT @KayluhDior: This brother is getting his license, registration and insurance papers ready to hand to the cop in broad daylight and look…",NOT,non-hateful
1.1301352856674222e+18,Bet you’re fucking raging hahahahaha,HOF,hateful
1.130277858474115e+18,I'm not ready for it to end. Fuck... This is going to be crazy 🔥,HOF,hateful
1.126840689260675e+18,RT @scrubyourhands: Where is the MSM on the reporting of the most recent school shooting in CO?  How come we’re not hearing about an Anti-T…,NOT,non-hateful
1.126883307591856e+18,"RT @FrozenArctic: During the final talk, Taeyeon was like to everyone who went to work today, to all who went to school, you've worked hard…",NOT,non-hateful
1.123715983104008e+18,@vahnaahis Get off my case 😂😂😂😂,NOT,non-hateful
1.1237133071379332e+18,RT @jillwones: @liduges As soon as they put Ed fucking Sheeran into an episode I knew it was over,HOF,hateful
1.1301713399255325e+18,"If you ever don’t feel loved just know this, my family went to Cancun this morning without me and didn’t tell me 🥰",NOT,non-hateful
1.1268852033838488e+18,Getting close!! Been in bts merch line about 45 mins   #jung_60inChicago  #BTSinChicago #BTSatSoldierField https://t.co/oa7fjMuTeb,NOT,non-hateful
1.1302943295142543e+18,"@Gamegeneral If it's flashy ASCII you want, though, my own work has quite a lot of it :)",NOT,non-hateful
1.1269193072988856e+18,RT @tokthadon: Your realtor friends on Facebook are the fucking worst lmao,HOF,hateful
1.1302739158284084e+18,"RT @HowardA_Esq: @realDonaldTrump @FoxNews You are a pathological liar. Literally nothing you say is true. If somebody asked your name, you…",HOF,hateful
1.1268633552751695e+18,"RT @IMANISHANTE: Sometimes I miss the days when I didn’t have shit to do but link up with my friends, trip, and see which liquor store we c…",NOT,non-hateful
1.1301401762468209e+18,RT @hermoncher: 𝑮𝒐𝒎𝒆𝒛 𝑨𝒅𝒅𝒂𝒎𝒔 • Patriarch of the Addams Clan • Eccentric multi-millionaire • Devoted Husband • Loving Father • Latin America…,NOT,non-hateful
1.1236155001797796e+18,@nkuleyy You’re so done,NOT,non-hateful
1.1301359441982833e+18,2 people followed me // automatically checked by https://t.co/hllQjdVeJi,NOT,non-hateful
1.1237370972219352e+18,RT @THETXEMBASSY: @realDonaldTrump @foxandfriends Sign an Executive Order on Birthright Citizenship Mr President. Stop the madness of these…,NOT,non-hateful
1.1268759591630644e+18,"no one deserves to see you at your lowest, you’re stronger than that shit",HOF,hateful
1.123653777385562e+18,@emmyrossum Anacdotal you fucking idiot,HOF,hateful
1.1268528946557828e+18,RT @LorenzoViota: The movie complete on my #onlyfans 88kg the morning #ass #dick #nude  https://t.co/ydREyUnkjr https://t.co/GMwxFRp7Jb,HOF,hateful
1.12675781819793e+18,RT @LilOrlandoWorld: I hate this fucking world y’all can suck my dick,HOF,hateful
1.1237542351396412e+18,RT @clarencenyc_: I styled myself bitch I am a stylist..,HOF,hateful
1.1236649216302694e+18,"I hate when people DM, text and/or call methat literally we’re not on my mind. I respond and then they never tell w… https://t.co/S7JCtJJO1v",NOT,non-hateful
1.1268838654217256e+18,Gotchuuuuu bitch,HOF,hateful
1.1237225136227328e+18,"RT @KobeMays: If you know me and you ever notice me fading away or falling back, never be too hesitant or prideful to reach out and pull me…",NOT,non-hateful
1.1303025503501926e+18,"Holy shit that was probably the best MITB PPV I've watched in a WHILE. That damn swerve. I was hoping for Wyatt, we… https://t.co/3kVRFtzlic",HOF,hateful
1.1267624780780544e+18,RT @Bookish_Wiccan: Stop acting like simple pleasures are keeping people in poverty. People aren't poor b/c they get a $3 iced coffee a few…,NOT,non-hateful
1.130321458251612e+18,@TianaTheFirst @justinamash I think my garbage collector was some guy named Amash. Is that who you’re talking bout?,NOT,non-hateful
1.123817611089928e+18,RT @kaliea_xoxo: But the sick bus driver who raped a 14 y/o gets no prison time???? Y’all have me fucked up https://t.co/mXvtVO9XxE,HOF,hateful
1.1302345229336288e+18,@biancalarissita Fuck off,HOF,hateful
1.1270768747089756e+18,Bruh we dont fuck with the opps... Hell type time you on.. how about you request a trade so I can stop rooting for… https://t.co/dwoAMbW6GK,HOF,hateful
1.1300081814829834e+18,RT @itsfxrz: My future husbands prolly thinking he’s gonna marry a peng ting. Sorry hunny I got a double chin🥰,NOT,non-hateful
1.1238192510416975e+18,Here to get our generation moving with nikelondon. Link in bio to find out more: https://t.co/mJ0einaSdn . ‘We’re p… https://t.co/kdoqLG0DVb,NOT,non-hateful
1.1301151865961676e+18,RT @DavidDPaxton: Farage isn’t a fascist. But calling him one is useful in order to defend throwing things at him once you’ve decided throw…,HOF,hateful
1.1300684410613514e+18,"RT @kyud0n: Kyu said he was 71kg during sorry sorry, 74kg 2yrs ago, then 77kg 2mths ago. He met changmin recently and changmin was so shock…",NOT,non-hateful
1.1234970362240614e+18,RT @nickjonas: Oh shit!!!! https://t.co/56aHzeXQsE,HOF,hateful
1.1300073468291892e+18,"Oh Fuck!!! #nopower 🤦‍♂️ @ Torrente, Valenciana, Spain https://t.co/AWCC3CoCez",HOF,hateful
1.1237378437954068e+18,"RT @DogginTrump: Texas, Seriously, how the Fuck did you ever vote for this greasy piece of shit over Beto?",HOF,hateful
1.1302204216499732e+18,"@realDonaldTrump @realDonaldTrump your id is doomed, your superego is fucked up morally deficient. you are one tota… https://t.co/C8U7i2LDHv",HOF,hateful
1.1269171262358036e+18,I be getting all the love when i post this pic.   I see i gotta get back skinny and cut my beard off cuz clearly i… https://t.co/2T1lOBxkQ7,NOT,non-hateful
1.127000995568001e+18,RT @SHOWtibzLOVE: White people saying we’ve had 25years to make a change... why do they have 25 year old racist kids?,HOF,hateful
1.1268323803360625e+18,@DonDoddaD Bro have this same energy. You gonna be sick,NOT,non-hateful
1.1301843296640942e+18,"RT @RealSaavedra: Democratic presidential candidate Kirsten Gillibrand on illegal aliens who are arrested at the border: “As President, I w…",NOT,non-hateful
1.1236308806673736e+18,@utdxtra This is where we need a DOF to tell him fuck off we’re buying a cb,HOF,hateful
1.1237331629857752e+18,RT @dxnniie: when you’re signing up for a free trial and it asks for your card details  https://t.co/j8qs63Jqjl,NOT,non-hateful
1.130131569539203e+18,Who would you rather see relegated?,NOT,non-hateful
1.1235758304274596e+18,Y’all being mad corny about the VIP info in MIA. MY NIGGAS NEED TO KNOW,HOF,hateful
1.1269567121061806e+18,RT @KaggyFilms: Just watched episode 5 of Sarazanmai... guys... what the fuck... I love this show.,HOF,hateful
1.1303081455433604e+18,Damn y niggas gotta hate on me cuz a beautiful young woman tlkin to me🤦🏽‍♂️😭,HOF,hateful
1.1237453390292419e+18,@TesIaModelY so not only is oomf racist but now he’s stealing tweets! https://t.co/ue9q1Puksv,NOT,non-hateful
1.127052719708156e+18,@NBA how do you pay these refs 6 figures to blow the Warriors each season is commical.  Fuck your league,HOF,hateful
1.1235333882735492e+18,"RT @LeftieStats: If you're a Labour member and you're refusing to vote for your own party because of a trading bloc, just leave.  The Labou…",HOF,hateful
1.1268535867161108e+18,RT @MeliodasOcio: Sensual beauty to fuck her many times.  @GiaDerza  💖💖💖💖 https://t.co/HfL01IAzDS,HOF,hateful
1.1235727560193188e+18,"Post Edited: Morning Reads – Wednesday, May 1, 2019 https://t.co/L7Z2GbSBjX",NOT,non-hateful
1.1302436497011548e+18,2 people followed me today tracked by https://t.co/sdWrALKHiX,NOT,non-hateful
1.1234964490549903e+18,RT @13luvr: bitches still talmbout “doNt sPoiL thE mOviE” ITS BEEN 5 DAYS BITCH!!! it’s too late!!,HOF,hateful
1.1236270261020056e+18,"RT @UNCWilmington: There are no words that can capture our shock and grief this evening. For now, we will simply say, to our friends at UNC…",NOT,non-hateful
1.1236716954438083e+18,RT @GotPickup: The reason she is not fucking you isn’t because you’re 5’11” and not 6’1”.,HOF,hateful
1.1268530540562717e+18,"RT @GOP: Today, President @realDonaldTrump’s previous tariffs of 10% on $200 billion worth of Chinese goods will be raised to 25%.   Our Pr…",NOT,non-hateful
1.1300027834054656e+18,"RT @taekook_lives: Jimin gulps, panic taking over his face as he pulls away. ""How did you find out?"" Taehyung's lip trembles. ""I've been st…",NOT,non-hateful
1.1269519347897672e+18,RT @DlfferentVibe: Getting your shit together requires such a deep level of honesty with yourself. You gotta look at yourself and be willin…,HOF,hateful
1.1302806183009116e+18,"RT @MattGertz: Folks, The president is threatening Iran because of a Fox News segment.  Left, Fox, 4:16 pm Right, Trump, 4:25 pm https://t.…",NOT,non-hateful
1.126819856135938e+18,@Eusebius @RediTlhabi @MbalulaFikile @Radio702 Hope he stays President one is not only the “face” of the ANC,NOT,non-hateful
1.123707816785662e+18,RT @WPolitix: @DrMarcusP @RussiaConnects If Guaido whom would undoubtedly be labelled a traitor in any country of the world and taken to ju…,NOT,non-hateful
1.1302938891082712e+18,The NERVE  RT @BarbershopPod: Niggas gonna go into double ot the night of the GOT finale. Of course,HOF,hateful
1.1236399739183022e+18,RT @davidfrawleyved: Congress led opposition refuses to credit PM Narendra Modi for his great diplomatic victory getting UN to designate Ma…,NOT,non-hateful
1.1238128295623802e+18,"RT @bigpixelz: HGGH I drew this dayss ago but I've been too embarrassed to post it, but here ya go, Snufki-n willingly letting hatti-fatten…",NOT,non-hateful
1.1269832368847951e+18,RT @tamtaughtyou: after reconciliation and a grown ass honest conversation you’ll realize EVERYTIME if you’re partner is “worth it” or not.…,HOF,hateful
1.1236473810759228e+18,RT @dreamIights: MY FUCKING COUSIN GOT CHOSEN TO GO INTO DESPIERTA AMERICA AND SHE GOT THIS VIDEO OF JOHNNY HRBDLAVDWHSHD I TOLD YOU THIS M…,HOF,hateful
1.1270708432998236e+18,RT @Sexual_Hub: ✨MEET &amp; FUCK SLUTTY BUSTY MILF STEPMOM ✨ NOW🔥🔥💦💦   (FOR FREE NO CREDIT CARD NEEDED )   ⬇️⬇️Click here &amp; Enjoy Fuck⬇️⬇️  ↪ h…,HOF,hateful
1.123756693018632e+18,RT @alexandergold: Remember when you tried to cancel @taylorswift13?  I think she's fine. #BBMAs https://t.co/DcxWfJdwiR,NOT,non-hateful
1.1235881533175276e+18,Eight people a minute....,NOT,non-hateful
1.1268605534800486e+18,RT @MuralikrishnaE1: Amit Shah is doing extremely good as BJP party president so I think he should continue even after winning the election…,NOT,non-hateful
1.1268129397328896e+18,@_breex_ Omm I always do that shit on my birthday 😂😂😂,HOF,hateful
1.126991168301142e+18,@marklevinshow Weren’t you the asshole who made the false claim that Obama spied on Trump?  #DerangedDonald https://t.co/yWBfykHTZt,HOF,hateful
1.130313602303447e+18,Things I watched today in order of most to least enjoyable:  1. GoT finale 2. JoJo's Dream Birthday 3. a botfly rem… https://t.co/I4CNoU7w4K,NOT,non-hateful
1.1235136205020692e+18,RT @YannicKim: @KaylaniLive @ChrisStrokesxxx  @EvilAngelVideo Holy shit😍😍🔥🔥🔥😈👍This ass it’s heavenly. Oh Lord. https://t.co/HjuEprabC9,HOF,hateful
1.1270556263482447e+18,Get that 3-peat!,NOT,non-hateful
1.1301659711912508e+18,RT @giovannnnnna__: fuck a reunion... just go food shopping during summer break and you’ll see half your graduating class,HOF,hateful
1.1303378286159708e+18,Sick shot,HOF,hateful
1.1268942966349332e+18,@april47512 Which help did you need??,NOT,non-hateful
1.1270834639438316e+18,@QueerMarquis @goodboysole I think you're enjoying a nice warm shower,NOT,non-hateful
1.1269192779430543e+18,"I'm a shadow of my former self. It's detrimental to my mental health. Yet again I feel numb, struck dumb as my word… https://t.co/rVcGLK5GiY",HOF,hateful
1.130236670400434e+18,Bitch better have my money,HOF,hateful
1.1267378658895668e+18,RT @rabrav: if you skip school after a show you're weak and natural selection is coming https://t.co/RhmhoQcQny,NOT,non-hateful
1.1268053228642426e+18,"RT @rjcmxrell: im not fine, i need you",NOT,non-hateful
1.1301560475057972e+18,RT @Anna_Soubry: Big respect for you @Femi_Sorry &amp; other PV #Remain supporters from the responsible left who know @jeremycorbyn is a Brexit…,NOT,non-hateful
1.1302102504963357e+18,Holy shit.. 3 months and I’ll be in Italy,HOF,hateful
1.126891952039809e+18,"Freezing my ass off after my meeting later, I’m getting tacos lol 😋",HOF,hateful
1.1302738822739313e+18,"RT @ScreamAquarius: If I’m fucking with a nigga, 10 times out of 10.. LET ME SAY THAT AGAIN.. 10 times out of 10, he’s fucking with me back…",HOF,hateful
1.1270032395080049e+18,RT @netcom_cosmic: @realDonaldTrump Your 🤡🤡 bozonomics 🤡🤡 suggests your Wharton education was purchased by your father.   Did you even atte…,NOT,non-hateful
1.126982691608584e+18,RT @jakeandamir: Your porn name is your mother’s maiden name and your credit card number hyphen GMail password Jr.  Lol what’s urs? 😜,HOF,hateful
1.127071086561116e+18,Rolling loud is lying about it being a false alarm!! Scariest fucking moment of my life and the fact that they woul… https://t.co/UCSpQr5lmk,HOF,hateful
1.123669975774974e+18,@Lil_Bit718 @TheActOnHulu @Lil_Bit718 You're that much closer to pizza! All you need to do is click here to confirm… https://t.co/5ucFIIr5Y1,NOT,non-hateful
1.123538329180328e+18,RT @AuntyDonnaBoys: The castles on the telly. Fuckin sick,HOF,hateful
