guid,source,date,title,comment,OFF,TGT,GRP,OFF_span,TGT_span,annotator_id,offensiveness,off_start_idx,off_end_idx,target,target_group,tgt_start_idx,tgt_end_idx,label
kold-v1_29488,youtube,2021-08-19,"[자막뉴스] ""한국 협조했다가 탈레반 표적...구출 책임져야"" / YTN",4000만이나 되는 인구가 나라를 위해 남아서 싸우겠다는 맘은 없고 타국으로 도망갈려는 놈들 뿐이고 도와달라는말만하네 의병군이라도 만들어서 싸울려는 의지가 없냐? 아프가니스탄 사람들은 조국에 대한 애국심이라는게 전혀 없는건가?,True,group,race-others,"나라를 위해 남아서 싸우겠다는 맘은 없고 타국으로 도망갈려는 놈들 뿐이고, 조국에 대한 애국심이라는게 전혀 없는건가?",아프가니스탄 사람들,174533,True,[38],[54],[['group']],"[['집단-민족, 인종, 국가-그 외']]",[91],[96],hateful
kold-v1_34581,youtube,2021-07-22,이슬람 극단주의 테러 되살아난 이유는? / YTN,이슬람 관련 테러 진짜한번만 나기만해라 내가 관리제대로 안한 윗대가리한테 국민들이 당한 고통 똑같이 복수해줄게,True,group,religion-islam,윗대가리한테 국민들이 당한 고통 똑같이 복수해줄게,이슬람,195242,True,[34],[60],[['group']],[['집단-종교-이슬람교']],[0],[2],hateful
kold-v1_05033,naver_news,2021-04-30,젠더 갈등 속 감정 싸움으로 번진 징병제도…“본질 흐리는 일”[촉!],여성이 받는 모든 우대를 없애야지,True,group,gender-female,여성이 받는 모든 우대를 없애야지,여성,151218,True,[7],[17],[['group']],[['집단-성 정체성-여성']],[0],[1],hateful
kold-v1_18532,youtube,2021-08-19,"""남편과 애들 앞에서 탈레반, 임신한 경찰관 사살"" / 연합뉴스 (Yonhapnews)",심각하게 미개하다,True,group,others-others,심각하게 미개하다,,185184,True,[0],[8],[['group']],[['집단-종교-이슬람교']],[],[],hateful
kold-v1_15862,naver_news,2021-08-03,윤석열 '부정식품' 발언에 신문만평 풍자 봇물,독해력 떨어지는 대깨들이 건수 물었네. 전체 맥락보면 다 이해되던데 꼬투리잡기는.ㅋㅋ,True,group,politics-progressive,독해력 떨어지는 대깨들이 건수 물었네. 전체 맥락보면 다 이해되던데 꼬투리잡기는.ㅋㅋ,대깨들,113721,True,"[0, 38]","[20, 46]",[['group']],[['집단-정치-그 외']],[],[],hateful
kold-v1_06304,naver_news,2021-08-20,"“한국 정부, 아프간 현지 조력자 등 난민 보호책 마련해야”","입으로만 정의로운 단체들, 총 주면 아프가니스탄으로 도우러 가실런지 모르겠네요. 총 들고 싸우는 건 남들 한테 떠넘기지 마세요.",True,group,others-others,"입으로만 정의로운 단체들, 총 주면 아프가니스탄으로 도우러 가실런지 모르겠네요., 남들 한테 떠넘기지 마세요.",,236211,True,"[0, 15, 56]","[8, 43, 70]",[['not specified']],[['알 수 없음']],[],[],hateful
kold-v1_32913,naver_news,2022-02-28,"회담장소 왜 벨라루스?...푸틴 꼭두각시, 이와중에 종신집권 개헌중",벨라루스라는 나라도 있었어?ㅋㅋㅋㅋ국민들 개불쌍동네 이장정도 되는 지위인 듯,True,group,race-others,벨라루스라는 나라도 있었어?ㅋㅋㅋㅋ국민들 개불쌍동네 이장정도 되는 지위인 듯,벨라루스,4724,True,[15],[27],[['group']],"[['집단-민족, 인종, 국가-그 외']]",[0],[3],hateful
kold-v1_21406,youtube,2021-07-22,"한국 남자들의 백래시는 틀렸다 (ft. 오마이뉴스, 한겨레, 프레시안, 경향)",진짜 내로남불이란 단어를 더 언급하기도 부끄러울정도..ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 제발 잊지마라.  니들이 시작한거다.,True,group,gender-male,"내로남불, 언급하기도 부끄러울정도.., 제발 잊지마라., 니들이 시작한거다.",,168674,True,"[16, 40, 50]","[29, 47, 59]",[['not specified']],[['알 수 없음']],[],[],hateful
kold-v1_25199,youtube,2022-01-07,"""사실혼 인정 안 된다""는 법원 동성 부부는 이렇게 답했다 (현장영상) / SBS",댓글들 개 역겹네...,True,group,others-others,개 역겹네..,,211238,True,[4],[11],[['not specified']],[['알 수 없음']],[],[],hateful
kold-v1_07269,youtube,2021-07-22,화장 비용 없어서 대낮 인도 다리에서 강으로 코로나 시신 던져 / 연합뉴스 (Yonhapnews),헬조선이라고 하는 놈들은 인도를 가보시길,True,group,race-indian,헬조선이라고 하는 놈들은 인도를 가보시길,인도,193018,True,[0],[21],[['group']],"[['집단-민족, 인종, 국가-인도인']]",[14],[15],hateful
kold-v1_12862,naver_news,2021-08-20,"""여성혐오로 돈 버는 유튜버 처벌하라""",한국페미는 자국 군인들을 조롱하고 남자아이들을 유충이라고 비하하는 반사회적 남성혐오 세력이란거 국민들은 다 안다.,True,group,others-feminist,자국 군인들을 조롱하고 남자아이들을 유충이라고 비하하는 반사회적 남성혐오 세력,페미,122985,True,[6],[48],[['group']],"[['집단-민족, 인종, 국가-그 외', '집단-성 정체성-페미니스트']]",[0],[3],hateful
kold-v1_19106,naver_news,2021-09-09,"“선생님 ‘페미’예요?” 20대 여교사 67%, 젠더폭력 피해 경험",제대로 교육받은것같은데요? 페미라고 물어봐서 다시 가르쳐야한다고 말씀하시는건 아니겠죠?,True,group,others-feminist,페미라고 물어봐서 다시 가르쳐야한다고 말씀하시는건 아니겠죠?,페미,189696,True,[0],[47],[['group']],[['집단-성 정체성-페미니스트']],[],[],hateful
kold-v1_37614,naver_news,2021-08-13,"""여자 사위 절대 안된다"" 비혼·동성가정법 반대 청원 10만","지금 저출산 순위로 세계에서 꼴찌를 엎치락 뒤치락하소 있는데 사유리같은 비혼모나 동성 가족에 의해 길러지는 아이 한 명 한 명이 아쉬운 상황아니냐? 이거 반대하면 대한민국은 2100년에 사라지거나, 이슬람 난민을 받아서 한국 국적을 줘야할 판인데 잘 생각해라.",True,group,gender-LGBTQ+,난민을 받아서 한국 국적을 줘야할 판인데 잘 생각해라.,,22389,True,[115],[144],[['not specified']],[['알 수 없음']],[],[],hateful
kold-v1_17796,youtube,2021-08-23,[특별인터뷰 ] 차별금지법 바르게 이해하기 _ 조영길 변호사_1편,포장지만 그럴듯한 차별금지법은 동성애자들의 손에 칼을 쥐어주는 매우 위험하고 악한 법입니다 반드시 막아냅시다~!!!,True,group,gender-LGBTQ+,손에 칼을 쥐어주는 매우 위험하고 악한 법입니다,동성애자들,207443,True,[24],[46],[['group']],[['집단-성적 지향-동성애자']],[],[],hateful
kold-v1_08508,naver_news,2021-08-19,"""돈없어 음식 못해줘요"" 그러자 탈레반은 수류탄 던지고 갔다",바퀴벌레는 박멸해야 하는데...탈레반은 알라신을 이용해서 자기들의 사리사욕을 채우기 위한 일종의 조폭단체 즉 신을 안믿는 사기꾼들이라는 것이다. 저런 악마짓을 하는데 알라의 뜻이라고 하면 알라는 악마 우두머리인가?,True,group,race-others,"사리사욕을 채우기 위한 일종의 조폭단체, 신을 안믿는 사기꾼들, 저런 악마짓을 하는데 알라의 뜻이라고 하면 알라는 악마 우두머리인가?",탈레반,238291,True,[21],[118],[['group']],"[['집단-민족, 인종, 국가-그 외']]",[],[],hateful
kold-v1_06514,youtube,2021-08-19,전 세계에 기독교가 퍼진 진짜 이유 (8분 순삭ver.) #효기심113,기독교가 널리퍼진이유 1. 초창기 물로 포도주를 만든다느니 앉은뱅이를 일으켜세운다느니 하는 마술쇼로 사람들 관심 모음 2. 주변의 배신을 당하고 인류의 죄를 혼자뒤집어쓰고 처형당한다는 극적 시나리오 3. 부활쇼로 극적 효과 가미 (니들도 나믿으면 죽어도 부활해),True,group,religion-christian,부활쇼로 극적 효과 가미 (니들도 나믿으면 죽어도 부활해),기독교,178182,True,[15],[145],[['group']],[['집단-종교-기독교']],[0],[2],hateful
kold-v1_11055,naver_news,2022-03-08,"이재명 ""여성 삶 개선이 모두의 삶 개선...차별 넘어 통합 길로""",아니던데 여성의 삶 개선이 아니라 페미의 삶 개선이고 페미의 삶 개선은 사회를 병들게하던데. 이게 내가 지난 5년간 경험한 페미대통령이고 페미 정권이다.,True,group,others-feminist,"페미의 삶 개선은 사회를 병들게하던데, 페미대통령, 페미 정권",,228617,True,[30],[49],[['group']],[['집단-성 정체성-페미니스트']],[],[],hateful
kold-v1_38393,youtube,2022-02-16,"윤 공약 자료에 '오또케' ""여성혐오 선동하나"" (2022.02.16/뉴스투데이/MBC)",국짐은 하는짓마다 ㅉㅉ,True,group,politics-conservative,국짐은 하는짓마다 ㅉㅉ,,194459,True,[0],[11],[['group']],[['집단-정치-보수']],[],[],hateful
kold-v1_07439,youtube,2021-08-23,여자혐오 테스트라구요 ???에휴....제가문제만들게요차라리,ㄹㅇ 여자의 입장과 남자의 입장을 가장 공평하게 보시는듯 잘난페미들보다 나리님이 가장 객관적,True,group,others-feminist,,페미들,57029,True,[32],[38],[['group']],[['집단-성 정체성-페미니스트']],[34],[36],hateful
kold-v1_33164,youtube,2021-07-22,주택가 '이슬람 사원' 갈등 해법 찾기는 요원/ KBS 2021.03.24.,해법은..무슨해법이냐..무조껀..반데지..겅무원봐보들아,True,group,others-others,겅무원봐보들아,겅무원,182445,True,[26],[29],[['group']],[['집단-기타-그 외']],[23],[25],hateful
kold-v1_00588,naver_news,2022-02-08,"한국기독교장로회, ""2023년까지 한반도 종전 선언 이끌어야""","한심하고 통탄해라, 성경이나 읽고 써라",True,group,religion-christian,성경이나 읽고 써라,,176702,True,"[0, 11]","[8, 20]",[['not specified']],[['알 수 없음']],[],[],hateful
kold-v1_09289,naver_news,2021-08-02,[PICK] 안산 '페미 논란' 실체는…'변질'된 젠더 갈등,젠더갈등이 아니라 온라인 폭력입니다. 테러구요. 그냥 커뮤하는 남자들이 여자란 이유로 테러한 사건이죠. ㄹㅇ 수준떨어집니다. 우길걸 우겨야지.,True,group,gender-male,"ㄹㅇ 수준떨어집니다., 우길걸 우겨야지.",남자들,233472,True,[58],[67],[['group']],[['집단-성 정체성-남성']],[35],[37],hateful
kold-v1_05642,naver_news,2021-08-22,"아프간 난민 한국 오나…美, 해외 미군기지 난민수용 검토",여성들만 받아줘라. 여자때리는 털복숭이 무슬림은 필요없다,True,group,religion-islam,여자때리는 털복숭이 무슬림은 필요없다,무슬림,106130,True,[11],[30],[['group']],[['집단-종교-이슬람교']],[22],[24],hateful
kold-v1_05780,naver_news,2020-09-29,"유엔 ""변희수 하사 강제 전역은 국제인권법 위반""",올해는 유난히 일부 여자들이 튀면서 나라를시끄럽게 하네,True,group,gender-female,튀면서 나라를시끄럽게 하네,여자,47389,True,[],[],[['group']],[['집단-성 정체성-여성']],[11],[12],hateful
kold-v1_11397,naver_news,2022-03-29,"박홍근 ""추경 협상하자"" 김기현 ""실질적 여당은 민주당""",민주당 !이예람 중사 특검한다는 것은 결국 선거때 정치적으로 이용한거냐!선거 끝나니 일언반구도 없다. 야당의 외침에도 외면할뿐!군수뇌부도 민주당도 같이 약속을 지키지 못하는 한패거리다국민들은 다 보고 있다!지방선거때 보자! 잘되나보자!,True,group,politics-progressive,잘되나보자!,민주당,241594,True,[125],[130],[['group']],[['집단-정치-진보']],[0],[2],hateful
kold-v1_23914,naver_news,2022-02-28,지울 수 없는 유권자 ‘페미니스트’,지울 수 없지만 정말 지우고 싶다. 같은 한표라는 게 얼탱이가 없음 ㅋㅋ성혐오를 틀로 시작한 K-페미운동 반대자들을 여성혐오자로 싸그리 몰아가는 양심도 없는 사람들 ㅋ,True,group,others-feminist,얼탱이가 없음 ㅋㅋ성혐오를 틀로 시작한 K-페미운동 반대자들을 여성혐오자로 싸그리 몰아가는 양심도 없는 사람들 ㅋ,,244885,True,[20],[92],[['group']],[['집단-성 정체성-페미니스트']],[],[],hateful
kold-v1_06497,youtube,2021-05-26,[법TV LIVE] 국적법 일부개정법률안 관련 온라인 공청회,이게 다 일본 때문이다. 일본이 난징축제를 제대로 즐기지 않았기 때문이다.,True,group,race-others,일본이 난징축제를 제대로 즐기지 않았기 때문이다.,일본,232409,True,[18],[40],[['group']],"[['집단-민족, 인종, 국가-그 외']]",[14],[15],hateful
kold-v1_25654,naver_news,2021-02-01,"""짜증나는 조선족"" vs ""우리 중국동포"" 때아닌 호칭 논란, 어떻게 생각하십니까",조선족이라 부르는 것은 우리 동포로 인정을 하지 않겠다는 의지가 담긴 < -이게 맞다. 조선족 스스로가 본인들은 중국인이라고 한다. 한국말 좀 하면 다 동포냐? 왜 중국만? 사할린동포는? 아프리카 부족중에 한글쓰는 부족도 있다며. 그들도 동포임???????,True,group,race-korean_chinese,,"조선족, 조선족",96902,True,[],[],"[['group'], ['group']]","[['집단-민족, 인종, 국가-조선족'], ['집단-민족, 인종, 국가-조선족']]","[0, 49]","[2, 51]",hateful
kold-v1_20943,naver_news,2020-10-03,‘그 쇳물 쓰지마라’…정쟁속 ‘중대재해기업처벌법’ 외치는 정의당,민주당2중대가 뭐라는거야?? 맨날 시위하고 복면쓰고 화염병만 던져서 그런지 수업을 안들어 대가리속에 든게 없내??,True,group,politics-progressive,대가리속에 든게 없내??,민주당2중대,189836,True,[0],[62],[['group']],[['집단-정치-진보']],[0],[2],hateful
kold-v1_25099,naver_news,2022-03-29,"러, 우크라이나 정체성 지우려 문화유산 파괴",일제시대 일본군 보는거 같네,True,group,race-others,일제시대 일본군 보는거 같네,,158705,True,[0],[14],[['group']],"[['집단-민족, 인종, 국가-그 외']]",[],[],hateful
kold-v1_07817,naver_news,2021-08-17,"성일종 ""이준석이 갑질? 安 요구 다 들어주라 했었다""[한판승부]",ㅋㅋㅋ 중국이 한국한데 미국 이기려면 아시아 뭉쳐야 되지 않겠니? 너 우리 중국에 합당하자. 에스야 노야? 편입할거야 말거야? 한국이 가오가 없냐...중국에 합당하게 .. 국민의당이 가오가 없냐.. 꼴통보수에게 머리 숙이고 기어들어가게?응,True,group,politics-conservative,꼴통,,197300,True,[111],[131],[['group']],[['집단-정치-보수']],[],[],hateful
kold-v1_36966,naver_news,2021-04-20,손가락 절단도 ‘수술 거부’…HIV감염인의 차별받지 않을 권리는?,그게 장애 면 코로나걸리면 특급장애,True,group,others-disease,그게 장애 면 코로나걸리면 특급장애,,186432,True,[0],[18],[['group']],[['집단-기타-질환']],[],[],hateful
kold-v1_10112,naver_news,2021-08-17,"""페미니즘 백래시 부추긴 언론 규탄""… 거리로 나선 2030 여성들",여성운동에 관심많은 그남들..... 여자들보다 빨리 헐레벌떡 달려와서 댓글다는 모습을 보니... 굉장히 현실에서 도태되었을 것 같고.. 방구석에 박혀서 키보드 두드리면서 살 것 같고.... 흠흠,True,group,gender-male,현실에서 도태되었을 것 같고.. 방구석에 박혀서 키보드 두드리면서 살 것 같고.... 흠흠,그남들,6079,True,[54],[107],[['group']],[['집단-성 정체성-남성']],[11],[13],hateful
kold-v1_22271,naver_news,2021-08-21,"정의당 장혜영 ""한국, 아프간 난민 일부라도 받아들일 논의 시작해야""",놀고먹는 국개의원들 때문에 세비가 줄줄 세나갑니다ㆍ,True,group,politics-others,놀고먹는 국개의원들 때문에 세비가 줄줄 세나갑니다ㆍ,국개의원들,184259,True,[0],[27],[['group']],[['집단-정치-그 외']],[5],[9],hateful
kold-v1_09312,youtube,2021-08-17,19만 퀴어유튜버가 퀴어퍼레이드에 갔더니 생긴 일...,저번에 대구 갔었는데 동성애는 병입니다 고칠 수 있습니다 이런 피켓들고 나한테 학생! 동성애 반대하지? 하면서 무슨 종이주시더라..,True,group,gender-LGBTQ+,"동성애는 병입니다 고칠 수 있습니다, 나한테 학생! 동성애 반대하지? 하면서 무슨 종이주시더라..",,226185,True,"[12, 22]","[20, 72]",[['group']],[['집단-기타-그 외']],[],[],hateful
kold-v1_08554,naver_news,2021-08-22,"미, 아프간 난민 수용지로 한국 등 검토…민간항공기 동원(종합)",절대 이슬람은 안된다!,True,group,religion-islam,절대 이슬람은 안된다!,이슬람,172418,True,[0],[11],[['group']],"[['집단-민족, 인종, 국가-그 외']]",[],[],hateful
kold-v1_16100,naver_news,2021-06-03,"""괜히 도와줬다가 뒤집어써"" 강간 외면 고백에 젠더싸움 터졌다",나중에 너도 디지게 길에서 묻지마 폭행 당하고 있어도 아무도 신고해주지 말길 바란다,True,group,gender-LGBTQ+,나중에 너도 디지게 길에서 묻지마 폭행 당하고 있어도 아무도 신고해주지 말길 바란다,,190360,True,[7],[45],[['not specified']],[['알 수 없음']],[],[],hateful
kold-v1_13155,naver_news,2021-07-19,"""여가부 폐지론, '젠더 불평등은 없다'고 너무 손쉽게 얘기해""",ㅋㅋ 그 와중에 자의 거의 없음 ㅋㅋ 그래서 원정가는 한녀들이 하도 많아서 일본 호주 워홀 제한 걸리는거지? ㅋㅋㅋ 선진국 후진국 안 가리고 만국평등하게 몸 팔고 있던데 ㅋㅋ 누가 타의로 외국에 인신매매라도 한거니 ? ㅋㅋ,True,group,gender-female,그래서 원정가는 한녀들이 하도 많아서 일본 호주 워홀 제한 걸리는거지? ㅋㅋㅋ 선진국 후진국 안 가리고 만국평등하게 몸 팔고 있던데 ㅋㅋ 누가 타의로 외국에 인신매매라도 한거니 ? ㅋㅋ,한녀,57167,True,[0],[123],[['group']],"[['집단-민족, 인종, 국가-그 외', '집단-성 정체성-여성']]",[30],[32],hateful
kold-v1_37619,youtube,2021-07-22,조선족은 자기가 조선족인걸 창피해하고 거지같이 산다구요?,조선족 사는 동네 우리 한국 경찰들이 방검복 입고 계신거 모르시나요 혹시 ? 한번 야마돌면 분노조절 못하고 칼빵 꽂는 저 정신병자들 감싸주는건 좀 아니라고 봅니다,True,group,race-korean_chinese,야마돌면 분노조절 못하고 칼빵 꽂는 저 정신병자들,조선족,188548,True,[68],[72],[['group']],"[['집단-민족, 인종, 국가-조선족']]",[0],[2],hateful
kold-v1_24171,youtube,2021-07-22,무슬림 때리던 백인 학생 맞자 싸움 말린 교사 인종차별 논란 / JTBC 사건반장,백인은 이런 우월주의 때문에 망할 것 같다...,True,group,race-white,이런 우월주의 때문에 망할 것 같다...,백인,180791,True,[4],[25],[['group']],"[['집단-민족, 인종, 국가-백인']]",[0],[1],hateful
kold-v1_15719,youtube,2021-07-22,[새롭게하소서] 이슬람 땅에서도 일하시는 하나님 '중동 전문가 김동문 목사',무슬림은  집단일 때  무슨짓도  합니다 일부  조금  보고  그렇게  말하는  것은  아주  큰  문제다,True,group,religion-islam,집단일 때  무슨짓도  합니다,무슬림,183166,True,[6],[21],[['group']],[['집단-종교-이슬람교']],[0],[2],hateful
kold-v1_37349,naver_news,2021-08-24,난민 수용 논의하자는 장혜영에 욕설‧항의 빗발…“도넘은 폭력 멈춰라”,제정신이 아니네 맛이같구만 이슬람이 어떤사람들인데,True,group,religion-islam,제정신이 아니네 맛이같구만,이슬람,81478,True,"[9, 0]","[13, 7]",[['group']],[['집단-종교-이슬람교']],[15],[17],hateful
kold-v1_26571,naver_news,2022-03-28,“복장 불량하다” 여학생 등교 또 막은 탈레반…유엔 경고,임류의 암덩어리 탈레반.,True,group,race-others,암덩어리,탈레반,188083,True,[4],[7],[['group']],[['집단-종교-그 외']],[9],[11],hateful
kold-v1_18937,naver_news,2021-08-24,"英 기자 “한국, 선진국 자랑하더니 난민 문제엔 침묵” 일침",물론 쪽발이랑하고는 국내테러로 죽어나도 해야지만,True,group,race-others,"쪽발이랑, 국내테러로 죽어나도",쪽발이,155684,True,[3],[25],[['group']],"[['집단-민족, 인종, 국가-그 외']]",[3],[5],hateful
kold-v1_36147,naver_news,2021-05-22,건강보험 부양관계 인정해달라는 '동성 부부'...권리 보장될까?,어휴 쪽팔려..,True,group,gender-LGBTQ+,어휴 쪽팔려..,,130913,True,[0],[7],[['group']],[['집단-성적 지향-동성애자']],[],[],hateful
kold-v1_38939,youtube,2021-08-17,F-35A 도입 반대 운동  북한 공작금 받고 간첩 활동  | 뉴스A 라이브,간첩 나쁜것들 모조리 지옥 가자!!,True,group,race-others,나쁜것들 모조리 지옥 가자!!,간첩,177632,True,[3],[18],[['other']],[['기타']],[0],[1],hateful
kold-v1_13422,naver_news,2021-08-13,"""여자 사위 절대 안된다"" 비혼·동성가정법 반대 청원 10만",바꾸는게 능사는 아니죠 즘말 이나라 짜증납니다,True,group,race-others,짜증납니다,,142940,True,[20],[24],[['group']],"[['집단-민족, 인종, 국가-그 외']]",[16],[18],hateful
kold-v1_14367,naver_news,2022-02-19,우리는 언제쯤…유럽·호주 이어 동남아도 국경 열었다[여행의 기술],도대체 이정부가 하는 짓은 하나도 이해가 안간다!,True,group,others-others,도대체 이정부가 하는 짓은 하나도 이해가 안간다!,정부,245866,True,[0],[26],[['not specified']],[['알 수 없음']],[],[],hateful
kold-v1_12963,naver_news,2021-09-26,"“올해 우울증 환자, ‘20대 중후반 여성’ 최다”",남성들 우울증도 장난 아닌데 여성만 콕 찝어서 말을하네요 기사 수준 참;,True,group,gender-female,기사 수준 참;,여성,197010,True,[0],[38],[['other']],[['기타']],[],[],hateful
kold-v1_29553,naver_news,2021-05-08,"""손가락 문제 없나 뒤져봐라"" 유통업계 '젠더 갈등' 초비상",일베 손가락 잡는거 연장선 아닌가? 쟤네가 페미 뭐시기라서만 욕먹는건 아니더만 ㅋㅋㅋ 여자일베던데,True,group,others-feminist,"쟤네가 페미 뭐시기라서만 욕먹는건 아니더만 ㅋㅋㅋ, 여자일베던데",여자일베,181776,True,[0],[53],[['group']],[['집단-성 정체성-페미니스트']],[48],[51],hateful
kold-v1_33999,naver_news,2021-09-09,"“선생님 ‘페미’예요?” 20대 여교사 67%, 젠더폭력 피해 경험",또또....숏컷 논리 펼친다..숏컷 프레임 씌운게 누군데.. 너희들이면서..어딜 뒤집어씌워.. 꾸미는게 노동이라며..꾸밈노동ㅋㅋ 탈코 한다며... 걸스캔두 애니띵이라며.. 그거 죄다 어디갔어?!,True,group,others-feminist,숏컷 논리 펼친다..숏컷 프레임 씌운게 누군데.. 너희들이면서..어딜 뒤집어씌워.. 꾸미는게 노동이라며..꾸밈노동ㅋㅋ 탈코 한다며... 걸스캔두 애니띵이라며.. 그거 죄다 어디갔어?!,,185775,True,[42],[64],[['group']],[['집단-성 정체성-페미니스트']],[],[],hateful
kold-v1_27600,naver_news,2022-03-21,중국 코로나 신규 2027명·본토 1947명...총 13만2226명,ㅎㅎ 인구가 얼만데 고작 ㅋㅋㅗ메디가 따로 없네,True,group,race-chinese,ㅋㅗ메디가 따로 없네,,243051,True,[15],[25],[['group']],"[['집단-민족, 인종, 국가-중국인']]",[],[],hateful
kold-v1_32517,youtube,2021-07-22,"How To Be Friends With Feminists | Son Heejung, Women's Rights Activist",응 페미니즘 사절 페미니즘 친해지기 얼어 죽을 나가 뒤저 성평등은 커녕 여성들한테도 이미지를 피해를 주는 정신병자 집단 보는 것만으로도 혐오스러스운 오물,True,group,others-feminist,페미니즘 사절 페미니즘 친해지기 얼어 죽을 나가 뒤저 성평등은 커녕 여성들한테도 이미지를 피해를 주는 정신병자 집단 보는 것만으로도 혐오스러스운 오물,,140691,True,[0],[84],[['group']],[['집단-성 정체성-페미니스트']],[],[],hateful
kold-v1_38356,youtube,2021-07-22,[새롭게하소서] 이슬람 땅에서도 일하시는 하나님 '중동 전문가 김동문 목사',무슬림 중에 3%는 언제라도 당신을 쥐도새도 모르게 죽일 수 있는 사람들이고 집단 행동을 할 수 있소,True,group,religion-islam,언제라도 당신을 쥐도새도 모르게 죽일 수 있는 사람들이고 집단 행동을 할 수 있소,무슬림,149052,True,[0],[55],[['group']],[['집단-종교-이슬람교']],[0],[2],hateful
kold-v1_21470,naver_news,2021-07-30,"“양궁 국가대표 안산, 온라인 학대 당하고 있다”",대한민국에서 페미가 논란이 안된다? 너 페미구나?ㅋㅋ,True,group,others-feminist,너 페미구나?ㅋㅋ,페미,170603,True,[20],[28],[['group']],[['집단-성 정체성-페미니스트']],[7],[8],hateful
kold-v1_25850,youtube,2022-01-09,[글로벌K]  마네킹 참수 술 통제  돌아온 탈레반의 본색 / KBS 2022.01.07.,꼰대 의 병맛 나라,True,group,race-others,꼰대 의 병맛 나라,,242756,True,[0],[9],[['not specified']],[['알 수 없음']],[],[],hateful
kold-v1_26473,naver_news,2020-10-14,"장혜영 ""동성부부도 혼인통계 반영해야""…국민의힘 ""허용 안돼""",동성애 절대반대합니다,True,group,gender-LGBTQ+,절대반대합니다,,205674,True,[4],[10],[['group']],[['집단-성적 지향-동성애자']],[],[],hateful
kold-v1_25860,youtube,2021-08-17,성소수자 자녀를 둔 부모들의 커밍아웃(2018 Seoul Queer Culture Festival),동성애해도됨제발퀴어축제작작해라 이상한거랑옷점그만벗어어린애들다보는데제발 그래야지다른사람들도찬성하지 니들인생이라상관없는데제발작작해라 병퍼트리지마라..하 퀴어축제만폐지하면좋은데,True,group,gender-LGBTQ+,동성애해도됨제발퀴어축제작작해라 이상한거랑옷점그만벗어어린애들다보는데제발 그래야지다른사람들도찬성하지 니들인생이라상관없는데제발작작해라 병퍼트리지마라..하 퀴어축제만폐지하면좋은데,,166911,True,[0],[94],[['group']],[['집단-성적 지향-그 외']],[],[],hateful
kold-v1_09455,naver_news,2022-02-18,아시아계 미국인 증오범죄 증가로 미국 탈출 늘어,아시아 혐오 늘어나는건 인정. 근데 중국인인지 아닌지 정도는 확인 후에 조지자.,True,group,race-chinese,중국인인지 아닌지 정도는 확인 후에 조지자,중국인,25111,True,[0],[43],[['group']],"[['집단-민족, 인종, 국가-중국인']]",[20],[22],hateful
kold-v1_20657,youtube,2021-07-22,"[두유노] 남성에게 모습을 보이지 않는 이슬람 여성들, OOO에게만 머리를 보여준다?! 쇼킹! 70억 JTBC 121226 방송",페미들 저쪽으로 보내야해 ㅋ,True,group,others-feminist,페미들 저쪽으로 보내야해 ㅋ,페미들,168082,True,[0],[14],[['group']],[['집단-성 정체성-페미니스트']],[0],[2],hateful
kold-v1_03043,naver_news,2021-06-21,[단독] 대출조건 차등·학력별 임금 차이까지 ‘불법’이라는 차별금지법,두번다신 이 미친 좌빨정당에게 정권을 주면 안된다,True,group,politics-progressive,미친 좌빨정당에게 정권을 주면 안된다,좌빨정당,160938,True,[7],[26],[['group']],[['집단-정치-진보']],[10],[13],hateful
kold-v1_15004,naver_news,2021-07-31,"[젠더살롱] '쇼트컷' 국가대표에 ""페미냐"" 묻는 건 자존심이 상해서다",찔려가지고 내말 따라하는거보면 꽤 많이 타격받았나봐ㅋㅋㅋㅋㅋ 안쓰럽다..ㅋㅋ 추하다 펨코남.. 그리고 니가 말한 남.자.성.기 조롱도 니네가 창조한거 알지? 그럼 거기가서 따져~,True,group,gender-male,찔려가지고 내말 따라하는거보면 꽤 많이 타격받았나봐ㅋㅋㅋㅋㅋ 안쓰럽다..ㅋㅋ 추하다 펨코남.. 그리고 니가 말한 남.자.성.기 조롱도 니네가 창조한거 알지? 그럼 거기가서 따져~,펨코남,234136,True,[0],[98],[['group']],[['집단-성 정체성-남성']],[47],[49],hateful
kold-v1_35203,naver_news,2021-06-19,"차별금지법 어떻길래···이재명 ""尹대답 먼저"" 이준석 ""이르다""",절대반대. 뜽꾸먹맨들이 이 나라를 지배하게 둘 순 없다.,True,group,gender-LGBTQ+, 뜽꾸먹맨들이 이 나라를 지배하게 둘 순 없다.,뜽꾸먹맨,163784,True,[5],[30],[['group']],[['집단-정치-진보']],[6],[10],hateful
kold-v1_20094,naver_news,2021-07-31,정치권 ‘숏컷 비방·쥴리 벽화’ 젠더 논쟁…소환되는 이준석·여가부,페미들이 김제덕 비하한것도 올려봐라 왜 그건 빼고 안산 가지고만 그러냐? 토나오네,True,group,others-feminist,토나오네,페미들,158504,True,[41],[44],[['group']],[['집단-성 정체성-페미니스트']],[0],[1],hateful
